,latitude,longitude,speeds
5599,52.49975,13.38822,2.0
5600,52.49997,13.388,2.0
5601,52.50018,13.38778,2.0
5602,52.50018,13.38778,2.0
5603,52.50033,13.38759,2.0
5604,52.50033,13.38759,2.0
5605,52.50057,13.38734,2.0
5606,52.5008,13.38708,2.0
5607,52.50106,13.38676,2.0
5608,52.50106,13.38676,2.0
5609,52.5013,13.38646,2.0
5610,52.5013,13.38646,2.0
5611,52.50139,13.38634,2.0
5612,52.50139,13.38634,2.0
5613,52.50167,13.38599,2.0
5614,52.50167,13.38599,2.0
5615,52.502,13.38556,2.0
5616,52.50235,13.38511,2.0
5617,52.50235,13.38511,2.0
5618,52.50293,13.38438,2.0
5619,52.50293,13.38438,2.0
5620,52.50347,13.3837,2.0
5621,52.50347,13.3837,2.0
5622,52.50353,13.38362,2.0
5623,52.50353,13.38362,2.0
5624,52.5037,13.3834,2.0
5625,52.5037,13.3834,2.0
5626,52.50423,13.38277,2.0
5627,52.50423,13.38277,2.0
5628,52.5043,13.38269,2.0
5629,52.50437,13.3826,2.0
5630,52.50437,13.3826,2.0
5631,52.50443,13.38252,2.0
5632,52.50455,13.38235,2.0
5633,52.50455,13.38235,2.0
5634,52.50476,13.38206,2.0
5635,52.50476,13.38206,2.0
5636,52.50501,13.38173,2.0
5637,52.50501,13.38173,2.0
5638,52.5052,13.38148,2.0
5639,52.5052,13.38148,2.0
5640,52.5055,13.38109,2.0
5641,52.5055,13.38109,2.0
5642,52.50566,13.38088,2.0
5643,52.50566,13.38088,2.0
5644,52.50607,13.38036,2.0
5645,52.50607,13.38036,2.0
5646,52.50637,13.37997,2.0
5647,52.50637,13.37997,2.0
5648,52.50664,13.37963,2.0
5649,52.50664,13.37963,2.0
5650,52.50702,13.37917,2.0
5651,52.50702,13.37917,2.0
5652,52.5076,13.37845,2.0
5653,52.5076,13.37845,2.0
5654,52.50778,13.37824,2.0
5655,52.50778,13.37824,2.0
5656,52.50791,13.37808,2.0
5657,52.50791,13.37808,2.0
5658,52.50806,13.3779,2.0
5659,52.50806,13.3779,2.0
5660,52.50838,13.37751,2.0
5661,52.50838,13.37751,2.0
5662,52.50848,13.37738,2.0
5663,52.50848,13.37738,2.0
5664,52.50865,13.37717,2.0
5665,52.50865,13.37717,2.0
5666,52.50879,13.37701,2.0
5667,52.50887,13.37695,2.0
5668,52.50893,13.37692,2.0
5669,52.50893,13.37692,2.0
5670,52.50899,13.3769,2.0
5671,52.5091,13.37686,2.0
5672,52.50925,13.37684,2.0
5673,52.50946,13.37682,2.0
5674,52.50946,13.37682,2.0
5675,52.50959,13.37678,2.0
5676,52.50959,13.37678,2.0
5677,52.50975,13.37674,2.0
5678,52.50975,13.37674,2.0
5679,52.50991,13.3767,2.0
5680,52.50999,13.37669,2.0
5681,52.51009,13.37669,2.0
5682,52.51009,13.37669,2.0
5683,52.51018,13.3767,2.0
5684,52.51028,13.37672,2.0
5685,52.51059,13.37681,2.0
5686,52.51059,13.37681,2.0
5687,52.51078,13.37686,2.0
5688,52.51078,13.37686,2.0
5689,52.51222,13.37716,2.0
5690,52.51222,13.37716,2.0
5691,52.51231,13.37718,2.0
5692,52.51237,13.37719,2.0
5693,52.51242,13.37719,2.0
5694,52.51242,13.37719,0.0
5695,52.51289,13.3772,0.0
5696,52.51289,13.3772,0.0
5697,52.51308,13.37721,0.0
5698,52.51308,13.37721,0.0
5699,52.51328,13.37723,0.0
5700,52.51328,13.37723,0.0
5701,52.51337,13.37724,0.0
5702,52.51348,13.37726,0.0
5703,52.51379,13.37732,0.0
5704,52.51402,13.37736,0.0
5705,52.51429,13.3774,0.0
5706,52.51436,13.3774,0.0
5707,52.51441,13.3774,0.0
5708,52.51448,13.37739,0.0
5709,52.51448,13.37739,0.0
5710,52.51457,13.37737,0.0
5711,52.52888,13.34333,3.0
5712,52.5289,13.34342,3.0
5713,52.52893,13.3435,3.0
5714,52.52899,13.34362,3.0
5715,52.52899,13.34362,2.0
5716,52.52911,13.34385,2.0
5717,52.52911,13.34385,2.0
5718,52.52931,13.34424,2.0
5719,52.52967,13.34497,2.0
5720,52.52987,13.34536,2.0
5721,52.52987,13.34536,2.0
5722,52.52992,13.34547,2.0
5723,52.52992,13.34547,2.0
5724,52.53007,13.34576,2.0
5725,52.53007,13.34576,2.0
5726,52.53024,13.3461,2.0
5727,52.53024,13.3461,2.0
5728,52.53059,13.34678,2.0
5729,52.53079,13.34718,2.0
5730,52.53079,13.34718,2.0
5731,52.53123,13.34804,2.0
5732,52.53188,13.34933,2.0
5733,52.53188,13.34933,2.0
5734,52.53203,13.34963,2.0
5735,52.53222,13.35003,2.0
5736,52.53222,13.35003,2.0
5737,52.53227,13.35017,2.0
5738,52.53232,13.35029,2.0
5739,52.53241,13.35052,2.0
5740,52.53241,13.35052,2.0
5741,52.53247,13.35065,2.0
5742,52.53247,13.35065,3.0
5743,52.53269,13.35101,3.0
5744,52.53292,13.35145,3.0
5745,52.53292,13.35145,3.0
5746,52.53308,13.35177,3.0
5747,52.53314,13.35187,3.0
5748,52.53319,13.35193,3.0
5749,52.53319,13.35193,3.0
5750,52.53362,13.35278,3.0
5751,52.53431,13.35416,3.0
5752,52.53431,13.35416,3.0
5753,52.53452,13.35458,3.0
5754,52.53452,13.35458,3.0
5755,52.53497,13.35546,3.0
5756,52.53497,13.35546,3.0
5757,52.53514,13.35579,3.0
5758,52.5353,13.35609,3.0
5759,52.5353,13.35609,3.0
5760,52.5356,13.35668,3.0
5761,52.5356,13.35668,3.0
5762,52.53575,13.35696,3.0
5763,52.5359,13.35727,3.0
5764,52.53599,13.35747,3.0
5765,52.53599,13.35747,2.0
5766,52.53617,13.35786,2.0
5767,52.53617,13.35786,2.0
5768,52.5363,13.35815,2.0
5769,52.53641,13.35838,2.0
5770,52.53641,13.35838,2.0
5771,52.53657,13.35872,2.0
5772,52.53669,13.35898,2.0
5773,52.53684,13.35931,2.0
5774,52.53684,13.35931,2.0
5775,52.53727,13.36025,2.0
5776,52.53727,13.36025,2.0
5777,52.53732,13.36036,2.0
5778,52.53727,13.36025,3.0
5779,52.53732,13.36036,3.0
5780,52.53732,13.36036,3.0
5781,52.5374,13.36055,3.0
5782,52.5374,13.36055,3.0
5783,52.53752,13.3608,3.0
5784,52.53752,13.3608,3.0
5785,52.53769,13.36117,3.0
5786,52.53769,13.36117,3.0
5787,52.53782,13.36145,3.0
5788,52.53782,13.36145,3.0
5789,52.53792,13.36167,3.0
5790,52.53792,13.36167,3.0
5791,52.53804,13.36193,3.0
5792,52.53804,13.36193,3.0
5793,52.53807,13.36199,3.0
5794,52.53807,13.36199,3.0
5795,52.53821,13.36228,3.0
5796,52.53821,13.36228,3.0
5797,52.53834,13.36254,3.0
5798,52.53844,13.36275,3.0
5799,52.53844,13.36275,3.0
5800,52.53929,13.36456,3.0
5801,52.53993,13.36591,3.0
5802,52.53993,13.36591,3.0
5803,52.54002,13.36609,3.0
5804,52.54041,13.36689,3.0
5805,52.54063,13.36735,3.0
5806,52.54077,13.36765,3.0
5807,52.54077,13.36765,3.0
5808,52.5409,13.36793,3.0
5809,52.5409,13.36793,3.0
5810,52.5409,13.3681,3.0
5811,52.54096,13.36829,3.0
5812,52.54101,13.36845,3.0
5813,52.54101,13.36845,3.0
5814,52.54107,13.36855,3.0
5815,52.54107,13.36855,3.0
5816,52.54111,13.36865,3.0
5817,52.54118,13.36849,2.0
5818,52.5411,13.36832,2.0
5819,52.5411,13.36832,2.0
5820,52.54103,13.36815,2.0
5821,52.54097,13.36802,2.0
5822,52.5409,13.36793,2.0
5823,52.5409,13.36793,2.0
5824,52.54077,13.36765,2.0
5825,52.54077,13.36765,2.0
5826,52.54063,13.36735,2.0
5827,52.54041,13.36689,2.0
5828,52.54002,13.36609,2.0
5829,52.53993,13.36591,2.0
5830,52.53993,13.36591,2.0
5831,52.53929,13.36456,2.0
5832,52.53844,13.36275,2.0
5833,52.53844,13.36275,2.0
5834,52.53834,13.36254,2.0
5835,52.53821,13.36228,2.0
5836,52.53821,13.36228,2.0
5837,52.53807,13.36199,2.0
5838,52.53807,13.36199,2.0
5839,52.53804,13.36193,2.0
5840,52.53804,13.36193,2.0
5841,52.53792,13.36167,2.0
5842,52.53792,13.36167,2.0
5843,52.53782,13.36145,2.0
5844,52.53782,13.36145,2.0
5845,52.53769,13.36117,2.0
5846,52.53769,13.36117,2.0
5847,52.53752,13.3608,2.0
5848,52.53752,13.3608,2.0
5849,52.5374,13.36055,2.0
5850,52.5374,13.36055,2.0
5851,52.53732,13.36036,2.0
5852,52.53732,13.36036,2.0
5853,52.53727,13.36025,2.0
5854,52.53732,13.36036,2.0
5855,52.53727,13.36025,2.0
5856,52.53727,13.36025,2.0
5857,52.53684,13.35931,2.0
5858,52.53684,13.35931,2.0
5859,52.53669,13.35898,2.0
5860,52.53657,13.35872,2.0
5861,52.53641,13.35838,2.0
5862,52.53641,13.35838,2.0
5863,52.5363,13.35815,2.0
5864,52.53617,13.35786,2.0
5865,52.53617,13.35786,2.0
5866,52.53599,13.35747,2.0
5867,52.53599,13.35747,2.0
5868,52.5359,13.35727,2.0
5869,52.53575,13.35696,2.0
5870,52.5356,13.35668,2.0
5871,52.5356,13.35668,2.0
5872,52.5353,13.35609,2.0
5873,52.5353,13.35609,2.0
5874,52.53514,13.35579,2.0
5875,52.53497,13.35546,2.0
5876,52.53497,13.35546,2.0
5877,52.53452,13.35458,2.0
5878,52.53452,13.35458,2.0
5879,52.53431,13.35416,2.0
5880,52.53431,13.35416,2.0
5881,52.53362,13.35278,2.0
5882,52.53319,13.35193,2.0
5883,52.53319,13.35193,2.0
5884,52.53316,13.35184,2.0
5885,52.5331,13.35171,2.0
5886,52.53295,13.35139,2.0
5887,52.53271,13.3509,2.0
5888,52.53256,13.3506,2.0
5889,52.53256,13.3506,2.0
5890,52.53251,13.35049,2.0
5891,52.53251,13.35049,2.0
5892,52.53244,13.35036,2.0
5893,52.53236,13.35022,2.0
5894,52.5323,13.35012,2.0
5895,52.53222,13.35003,2.0
5896,52.53222,13.35003,2.0
5897,52.53203,13.34963,2.0
5898,52.53188,13.34933,2.0
5899,52.53188,13.34933,2.0
5900,52.53123,13.34804,2.0
5901,52.53079,13.34718,2.0
5902,52.53079,13.34718,2.0
5903,52.53059,13.34678,2.0
5904,52.53024,13.3461,2.0
5905,52.53024,13.3461,2.0
5906,52.53007,13.34576,2.0
5907,52.53007,13.34576,2.0
5908,52.52992,13.34547,2.0
5909,52.52992,13.34547,2.0
5910,52.52987,13.34536,2.0
5911,52.52987,13.34536,2.0
5912,52.52967,13.34497,2.0
5913,52.52931,13.34424,2.0
5914,52.52911,13.34385,2.0
5915,52.52911,13.34385,2.0
5916,52.52899,13.34362,2.0
5917,52.52899,13.34362,2.0
5918,52.52893,13.3435,2.0
5919,52.5289,13.34342,2.0
5920,52.52888,13.34333,2.0
5921,52.49985,13.35397,2.0
5922,52.49991,13.35368,2.0
5923,52.49994,13.35338,2.0
5924,52.49994,13.35338,2.0
5925,52.49997,13.35294,2.0
5926,52.49997,13.35294,2.0
5927,52.49998,13.35281,2.0
5928,52.49998,13.35281,2.0
5929,52.5,13.35253,2.0
5930,52.5,13.35253,2.0
5931,52.50003,13.35206,2.0
5932,52.50007,13.35181,2.0
5933,52.50007,13.35181,2.0
5934,52.50028,13.35081,2.0
5935,52.50047,13.34983,2.0
5936,52.50047,13.34983,2.0
5937,52.50068,13.34883,2.0
5938,52.50068,13.34883,2.0
5939,52.50076,13.34847,2.0
5940,52.50076,13.34847,2.0
5941,52.50085,13.34809,2.0
5942,52.50085,13.34809,2.0
5943,52.50106,13.34707,2.0
5944,52.50106,13.34707,2.0
5945,52.50121,13.34639,2.0
5946,52.50121,13.34639,2.0
5947,52.50125,13.34619,2.0
5948,52.50125,13.34619,2.0
5949,52.50134,13.34575,2.0
5950,52.50134,13.34575,2.0
5951,52.50156,13.34468,2.0
5952,52.50156,13.34468,2.0
5953,52.50161,13.34444,2.0
5954,52.50165,13.34428,2.0
5955,52.50165,13.34428,2.0
5956,52.50167,13.34419,2.0
5957,52.50174,13.34401,2.0
5958,52.50174,13.34401,2.0
5959,52.50181,13.34385,2.0
5960,52.50181,13.34385,2.0
5961,52.50188,13.3437,2.0
5962,52.50188,13.3437,2.0
5963,52.50196,13.3435,2.0
5964,52.50201,13.34336,2.0
5965,52.50205,13.34323,2.0
5966,52.50205,13.34323,2.0
5967,52.50208,13.34306,2.0
5968,52.50211,13.3429,2.0
5969,52.50212,13.34277,2.0
5970,52.50213,13.34263,2.0
5971,52.50213,13.34263,2.0
5972,52.50215,13.34244,2.0
5973,52.50215,13.34244,2.0
5974,52.50217,13.34228,2.0
5975,52.50217,13.34228,2.0
5976,52.50222,13.34204,2.0
5977,52.50222,13.34204,2.0
5978,52.50225,13.34188,2.0
5979,52.50227,13.34181,2.0
5980,52.50231,13.34168,2.0
5981,52.50237,13.34152,2.0
5982,52.50247,13.34126,2.0
5983,52.50247,13.34126,2.0
5984,52.50257,13.34104,2.0
5985,52.50265,13.34081,2.0
5986,52.50265,13.34081,2.0
5987,52.50272,13.34063,2.0
5988,52.50272,13.34063,2.0
5989,52.5028,13.34041,2.0
5990,52.50289,13.34016,2.0
5991,52.50294,13.34001,2.0
5992,52.50294,13.34001,2.0
5993,52.503,13.33986,2.0
5994,52.50318,13.33942,2.0
5995,52.50318,13.33942,1.0
5996,52.50323,13.33931,1.0
5997,52.50323,13.33931,1.0
5998,52.50351,13.33859,1.0
5999,52.50351,13.33859,1.0
6000,52.50362,13.3383,1.0
6001,52.50373,13.33802,1.0
6002,52.50373,13.33802,1.0
6003,52.50385,13.33774,1.0
6004,52.50385,13.33774,1.0
6005,52.50407,13.33715,1.0
6006,52.50407,13.33715,1.0
6007,52.50428,13.33663,1.0
6008,52.50428,13.33663,1.0
6009,52.50434,13.33646,1.0
6010,52.50437,13.33635,1.0
6011,52.50437,13.33635,1.0
6012,52.50443,13.33604,1.0
6013,52.50445,13.33587,1.0
6014,52.50445,13.33587,1.0
6015,52.50446,13.33573,1.0
6016,52.50446,13.33573,1.0
6017,52.50448,13.33548,1.0
6018,52.50448,13.33548,1.0
6019,52.5045,13.33523,1.0
6020,52.5045,13.33523,1.0
6021,52.50451,13.33485,1.0
6022,52.50451,13.33485,1.0
6023,52.50451,13.33469,1.0
6024,52.5045,13.33449,1.0
6025,52.50448,13.3343,1.0
6026,52.50446,13.33418,1.0
6027,52.50446,13.33418,1.0
6028,52.50443,13.334,1.0
6029,52.50443,13.334,1.0
6030,52.50433,13.33349,1.0
6031,52.50433,13.33349,1.0
6032,52.50429,13.3333,1.0
6033,52.50429,13.3333,1.0
6034,52.50401,13.33207,1.0
6035,52.50386,13.33141,1.0
6036,52.50386,13.33141,1.0
6037,52.50383,13.33123,1.0
6038,52.50383,13.33123,2.0
6039,52.50377,13.33097,2.0
6040,52.50377,13.33097,2.0
6041,52.50364,13.33035,2.0
6042,52.50364,13.33035,2.0
6043,52.50359,13.3301,2.0
6044,52.50359,13.3301,2.0
6045,52.50354,13.32988,2.0
6046,52.50354,13.32988,2.0
6047,52.50347,13.32955,2.0
6048,52.50347,13.32955,2.0
6049,52.50338,13.32913,2.0
6050,52.50338,13.32913,2.0
6051,52.50327,13.3286,2.0
6052,52.50327,13.3286,2.0
6053,52.50319,13.32823,2.0
6054,52.50319,13.32823,2.0
6055,52.50303,13.32749,2.0
6056,52.50303,13.32749,2.0
6057,52.50273,13.3261,2.0
6058,52.50273,13.3261,2.0
6059,52.50264,13.32567,2.0
6060,52.50264,13.32567,2.0
6061,52.50256,13.32528,2.0
6062,52.50256,13.32528,2.0
6063,52.50215,13.32255,2.0
6064,52.50215,13.32255,2.0
6065,52.50204,13.32186,2.0
6066,52.50204,13.32186,2.0
6067,52.50171,13.3198,2.0
6068,52.50171,13.3198,2.0
6069,52.50165,13.31945,2.0
6070,52.50165,13.31945,2.0
6071,52.50141,13.3179,2.0
6072,52.50141,13.3179,2.0
6073,52.50135,13.31753,2.0
6074,52.50135,13.31753,2.0
6075,52.50124,13.31678,2.0
6076,52.50124,13.31678,1.0
6077,52.50102,13.31541,1.0
6078,52.50102,13.31541,1.0
6079,52.50096,13.31502,1.0
6080,52.50096,13.31502,1.0
6081,52.50076,13.31371,1.0
6082,52.50076,13.31371,1.0
6083,52.50071,13.31339,1.0
6084,52.50071,13.31339,1.0
6085,52.50067,13.31308,1.0
6086,52.50113,13.31677,2.0
6087,52.50128,13.31781,2.0
6088,52.50128,13.31781,2.0
6089,52.50139,13.31854,2.0
6090,52.50146,13.31898,2.0
6091,52.50146,13.31898,2.0
6092,52.50153,13.31943,2.0
6093,52.50153,13.31943,2.0
6094,52.50172,13.32064,2.0
6095,52.5018,13.3212,2.0
6096,52.5018,13.3212,2.0
6097,52.5019,13.32184,2.0
6098,52.5019,13.32184,2.0
6099,52.50217,13.32354,2.0
6100,52.50217,13.32354,2.0
6101,52.50229,13.32433,2.0
6102,52.50229,13.32433,2.0
6103,52.50237,13.32483,2.0
6104,52.50245,13.32528,2.0
6105,52.50245,13.32528,2.0
6106,52.50252,13.32565,2.0
6107,52.50254,13.32574,2.0
6108,52.50254,13.32574,2.0
6109,52.50268,13.3264,2.0
6110,52.50268,13.3264,2.0
6111,52.50279,13.32692,2.0
6112,52.50279,13.32692,2.0
6113,52.50291,13.32747,2.0
6114,52.50291,13.32747,2.0
6115,52.50309,13.3283,2.0
6116,52.50309,13.3283,2.0
6117,52.50317,13.32868,2.0
6118,52.50317,13.32868,2.0
6119,52.50328,13.32919,2.0
6120,52.50328,13.32919,2.0
6121,52.50338,13.32965,2.0
6122,52.50338,13.32965,2.0
6123,52.50349,13.33017,2.0
6124,52.50349,13.33017,2.0
6125,52.50355,13.33044,2.0
6126,52.50355,13.33044,2.0
6127,52.50372,13.33122,2.0
6128,52.50372,13.33122,2.0
6129,52.50376,13.33141,2.0
6130,52.50376,13.33141,2.0
6131,52.50419,13.33331,2.0
6132,52.50419,13.33331,2.0
6133,52.50424,13.33356,2.0
6134,52.50424,13.33356,2.0
6135,52.50433,13.33404,2.0
6136,52.50433,13.33404,2.0
6137,52.50438,13.33427,2.0
6138,52.50442,13.3345,2.0
6139,52.50444,13.33466,2.0
6140,52.50444,13.33483,2.0
6141,52.50444,13.33483,2.0
6142,52.50443,13.33503,2.0
6143,52.50441,13.33523,2.0
6144,52.50437,13.33567,2.0
6145,52.50437,13.33567,2.0
6146,52.50434,13.3359,2.0
6147,52.5043,13.33607,2.0
6148,52.5043,13.33607,2.0
6149,52.50424,13.33627,2.0
6150,52.50415,13.33652,2.0
6151,52.50415,13.33652,2.0
6152,52.50396,13.33699,2.0
6153,52.50396,13.33699,2.0
6154,52.50372,13.33761,2.0
6155,52.50372,13.33761,2.0
6156,52.50366,13.33775,2.0
6157,52.50366,13.33775,2.0
6158,52.50349,13.33818,2.0
6159,52.50349,13.33818,2.0
6160,52.50336,13.33851,2.0
6161,52.50336,13.33851,2.0
6162,52.50306,13.33925,2.0
6163,52.50306,13.33925,2.0
6164,52.50287,13.33974,2.0
6165,52.50287,13.33974,2.0
6166,52.50249,13.34068,2.0
6167,52.50249,13.34068,2.0
6168,52.50232,13.34114,2.0
6169,52.50224,13.34134,2.0
6170,52.50216,13.34152,2.0
6171,52.50211,13.34162,2.0
6172,52.50211,13.34162,2.0
6173,52.50206,13.34174,2.0
6174,52.50206,13.34174,2.0
6175,52.50196,13.34196,2.0
6176,52.50196,13.34196,2.0
6177,52.50191,13.34206,2.0
6178,52.50188,13.34212,2.0
6179,52.50188,13.34212,2.0
6180,52.5018,13.34226,2.0
6181,52.5018,13.34226,2.0
6182,52.50172,13.34243,2.0
6183,52.50167,13.34254,2.0
6184,52.50163,13.34267,2.0
6185,52.50159,13.34284,2.0
6186,52.50159,13.34284,2.0
6187,52.50154,13.34308,2.0
6188,52.50152,13.34324,2.0
6189,52.50151,13.34346,2.0
6190,52.50151,13.34346,2.0
6191,52.50151,13.34366,2.0
6192,52.50151,13.34366,2.0
6193,52.50151,13.34384,2.0
6194,52.50151,13.34395,2.0
6195,52.5015,13.34406,2.0
6196,52.50145,13.34433,2.0
6197,52.50134,13.34486,2.0
6198,52.50127,13.34522,2.0
6199,52.50127,13.34522,2.0
6200,52.50119,13.34559,2.0
6201,52.50119,13.34559,2.0
6202,52.5011,13.34602,2.0
6203,52.5011,13.34602,2.0
6204,52.50106,13.34623,2.0
6205,52.50106,13.34623,2.0
6206,52.50092,13.34689,2.0
6207,52.50632,13.33234,0.0
6208,52.50619,13.33223,0.0
6209,52.50619,13.33223,1.0
6210,52.50594,13.332,1.0
6211,52.50594,13.332,1.0
6212,52.5056,13.33171,1.0
6213,52.50534,13.33154,1.0
6214,52.50534,13.33154,1.0
6215,52.50527,13.3315,1.0
6216,52.50527,13.3315,1.0
6217,52.50517,13.33145,1.0
6218,52.50507,13.33142,1.0
6219,52.50507,13.33142,1.0
6220,52.50501,13.33141,1.0
6221,52.50483,13.33138,1.0
6222,52.50483,13.33138,1.0
6223,52.50445,13.33132,1.0
6224,52.50445,13.33132,1.0
6225,52.50416,13.33127,1.0
6226,52.50416,13.33127,1.0
6227,52.50403,13.33125,1.0
6228,52.50383,13.33123,1.0
6229,52.50383,13.33123,1.0
6230,52.50372,13.33122,1.0
6231,52.50372,13.33122,3.0
6232,52.50327,13.33119,3.0
6233,52.50327,13.33119,3.0
6234,52.50304,13.33118,3.0
6235,52.50304,13.33118,3.0
6236,52.50297,13.33119,3.0
6237,52.50289,13.33121,3.0
6238,52.50285,13.33123,3.0
6239,52.50285,13.33123,3.0
6240,52.50263,13.33121,3.0
6241,52.50248,13.33119,3.0
6242,52.50222,13.33116,3.0
6243,52.50222,13.33116,3.0
6244,52.50189,13.3311,3.0
6245,52.50164,13.33106,3.0
6246,52.50146,13.33103,3.0
6247,52.50129,13.331,3.0
6248,52.50123,13.331,3.0
6249,52.50123,13.331,3.0
6250,52.50103,13.33098,3.0
6251,52.50103,13.33098,3.0
6252,52.50083,13.33096,3.0
6253,52.50074,13.33095,3.0
6254,52.50074,13.33095,3.0
6255,52.50068,13.33094,3.0
6256,52.50056,13.33091,3.0
6257,52.50056,13.33091,3.0
6258,52.50043,13.33079,3.0
6259,52.50056,13.33091,3.0
6260,52.50068,13.33094,3.0
6261,52.50074,13.33095,3.0
6262,52.50074,13.33095,3.0
6263,52.50083,13.33096,3.0
6264,52.50103,13.33098,3.0
6265,52.50103,13.33098,3.0
6266,52.50123,13.331,3.0
6267,52.50123,13.331,3.0
6268,52.50129,13.331,3.0
6269,52.50146,13.33103,3.0
6270,52.50164,13.33106,3.0
6271,52.50189,13.3311,3.0
6272,52.50222,13.33116,3.0
6273,52.50222,13.33116,3.0
6274,52.50248,13.33119,3.0
6275,52.50263,13.33121,3.0
6276,52.50285,13.33123,3.0
6277,52.50285,13.33123,3.0
6278,52.50295,13.33127,3.0
6279,52.50303,13.3313,3.0
6280,52.50303,13.3313,3.0
6281,52.5032,13.33134,3.0
6282,52.5032,13.33134,3.0
6283,52.50342,13.33138,3.0
6284,52.50376,13.33141,3.0
6285,52.50376,13.33141,3.0
6286,52.50386,13.33141,3.0
6287,52.50386,13.33141,3.0
6288,52.50424,13.33147,3.0
6289,52.50424,13.33147,3.0
6290,52.50448,13.3315,3.0
6291,52.50448,13.3315,3.0
6292,52.50466,13.33153,3.0
6293,52.50481,13.33156,3.0
6294,52.50499,13.3316,3.0
6295,52.50515,13.33165,3.0
6296,52.50525,13.33169,3.0
6297,52.50525,13.33169,3.0
6298,52.50533,13.33172,3.0
6299,52.50533,13.33172,1.0
6300,52.50564,13.33194,1.0
6301,52.50583,13.33212,1.0
6302,52.50611,13.33243,1.0
6303,52.50611,13.33243,1.0
6304,52.50623,13.33256,1.0
6305,52.50002,13.32487,1.0
6306,52.50032,13.32493,1.0
6307,52.50032,13.32493,1.0
6308,52.50049,13.32497,1.0
6309,52.50072,13.32501,1.0
6310,52.50072,13.32501,1.0
6311,52.50087,13.32503,1.0
6312,52.50127,13.32508,1.0
6313,52.50158,13.32513,1.0
6314,52.5019,13.32519,1.0
6315,52.50212,13.32524,1.0
6316,52.50225,13.32527,1.0
6317,52.50233,13.32528,1.0
6318,52.50245,13.32528,1.0
6319,52.50245,13.32528,1.0
6320,52.50256,13.32528,1.0
6321,52.50256,13.32528,2.0
6322,52.50268,13.32528,2.0
6323,52.50278,13.32529,2.0
6324,52.50287,13.32531,2.0
6325,52.50287,13.32531,2.0
6326,52.50295,13.32533,2.0
6327,52.50308,13.32536,2.0
6328,52.50332,13.3254,2.0
6329,52.50332,13.3254,2.0
6330,52.50382,13.32547,2.0
6331,52.50382,13.32547,2.0
6332,52.50411,13.32551,2.0
6333,52.50411,13.32551,2.0
6334,52.50445,13.32556,2.0
6335,52.50445,13.32556,2.0
6336,52.50466,13.32559,2.0
6337,52.50466,13.32559,2.0
6338,52.50471,13.3256,2.0
6339,52.50477,13.32561,2.0
6340,52.50487,13.32563,2.0
6341,52.50487,13.32563,2.0
6342,52.50557,13.32575,2.0
6343,52.50557,13.32575,2.0
6344,52.50567,13.32577,2.0
6345,52.50567,13.32577,0.0
6346,52.50557,13.32575,0.0
6347,52.50557,13.32575,1.0
6348,52.50487,13.32563,1.0
6349,52.50487,13.32563,1.0
6350,52.50477,13.32561,1.0
6351,52.50471,13.3256,1.0
6352,52.50466,13.32559,1.0
6353,52.50466,13.32559,1.0
6354,52.50445,13.32556,1.0
6355,52.50445,13.32556,1.0
6356,52.50411,13.32551,1.0
6357,52.50411,13.32551,1.0
6358,52.50382,13.32547,1.0
6359,52.50382,13.32547,1.0
6360,52.50332,13.3254,1.0
6361,52.50332,13.3254,1.0
6362,52.50308,13.32536,1.0
6363,52.50295,13.32533,1.0
6364,52.50287,13.32531,1.0
6365,52.50287,13.32531,1.0
6366,52.50278,13.32529,1.0
6367,52.50268,13.32528,1.0
6368,52.50256,13.32528,1.0
6369,52.50256,13.32528,1.0
6370,52.50245,13.32528,1.0
6371,52.50245,13.32528,2.0
6372,52.50233,13.32528,2.0
6373,52.50225,13.32527,2.0
6374,52.50212,13.32524,2.0
6375,52.5019,13.32519,2.0
6376,52.50158,13.32513,2.0
6377,52.50127,13.32508,2.0
6378,52.50087,13.32503,2.0
6379,52.50072,13.32501,2.0
6380,52.50072,13.32501,2.0
6381,52.50049,13.32497,2.0
6382,52.50032,13.32493,2.0
6383,52.50032,13.32493,2.0
6384,52.50002,13.32487,2.0
6385,52.50067,13.31308,2.0
6386,52.50101,13.3131,2.0
6387,52.50103,13.3131,2.0
6388,52.50103,13.3131,2.0
6389,52.5013,13.31314,2.0
6390,52.5013,13.31314,2.0
6391,52.50188,13.31323,2.0
6392,52.50188,13.31323,2.0
6393,52.50206,13.31326,2.0
6394,52.50206,13.31326,2.0
6395,52.5029,13.31338,2.0
6396,52.5029,13.31338,2.0
6397,52.50328,13.31344,2.0
6398,52.50328,13.31344,2.0
6399,52.5044,13.31361,2.0
6400,52.5044,13.31361,2.0
6401,52.50486,13.31367,2.0
6402,52.50534,13.31374,2.0
6403,52.50534,13.31374,2.0
6404,52.50541,13.31375,2.0
6405,52.50541,13.31375,2.0
6406,52.50566,13.3138,2.0
6407,52.50579,13.31382,2.0
6408,52.50579,13.31382,2.0
6409,52.50594,13.31384,2.0
6410,52.50624,13.31388,2.0
6411,52.50624,13.31388,2.0
6412,52.50634,13.31389,2.0
6413,52.50634,13.31389,2.0
6414,52.50658,13.31392,2.0
6415,52.50658,13.31392,2.0
6416,52.5068,13.31396,2.0
6417,52.5068,13.31396,2.0
6418,52.50698,13.31399,2.0
6419,52.50698,13.31399,2.0
6420,52.5078,13.31412,2.0
6421,52.5078,13.31412,2.0
